"technology.increase","kpi_expenditure","kpi_final_gap","kpi_failure_count","behavior_importance_tendency","behavior_knowledge_tendency","behavior_target_tendency","behavior_price_tendency","behavior_sq_investment","behavior_centralized"
"0.5",43561,-0.06,204,"1","0.5","0.5","18",FALSE,FALSE
"0.5",49871,-0.1,240,"0.5","1","1","18",FALSE,FALSE
"0.5",35110,-0.21,240,"1","0.5","0.75","9",TRUE,TRUE
"0.5",27659,-0.11,240,"0.5","1","1","15",TRUE,FALSE
"0.5",43534,-0.03,144,"0.5","1","0.25","15",FALSE,FALSE
"0.5",21799,-0.13,240,"0.75","0.75","1","18",TRUE,FALSE
"0.5",37542,-0.17,240,"0.5","1","1","9",TRUE,TRUE
"0.5",19053,-0.09,240,"1","0.5","1","15",FALSE,FALSE
"0.5",50475,-0.05,204,"1","0.5","0.5","15",FALSE,FALSE
"0.5",18089,-0.11,240,"1","0.5","1","6",FALSE,TRUE
"0.5",48310,-0.13,238,"1","0.5","0.75","9",FALSE,TRUE
"0.5",33665,-0.04,240,"0.5","1","0.5","12",FALSE,FALSE
"0.5",40821,-0.21,240,"0.75","0.75","0.25","12",TRUE,TRUE
"0.5",53080,-0.15,240,"0.5","1","1","18",FALSE,FALSE
"0.5",53372,-0.02,180,"1","0.5","0.25","18",FALSE,TRUE
"0.5",23094,-0.15,228,"1","0.5","1","6",TRUE,TRUE
"0.5",53051,-0.03,156,"0.75","0.75","0.5","6",FALSE,TRUE
"0.5",32293,-0.17,240,"1","0.5","0.5","12",TRUE,FALSE
"0.5",49900,-0.27,240,"0.75","0.75","0.25","12",TRUE,TRUE
"0.5",23488,-0.21,240,"1","0.5","0.75","12",TRUE,TRUE
"0.5",50386,-0.05,228,"1","0.5","0.5","12",FALSE,FALSE
"0.5",34720,-0.1,240,"1","0.5","0.75","6",TRUE,FALSE
"0.5",23645,-0.23,240,"0.75","0.75","0.25","12",FALSE,TRUE
"0.5",56890,-0.15,240,"0.5","1","0.75","12",FALSE,FALSE
"0.5",54740,-0.09,228,"0.5","1","1","9",FALSE,FALSE
"0.5",30402,-0.15,240,"0.75","0.75","0.5","15",FALSE,TRUE
"0.5",15172,-0.16,240,"1","0.5","0.5","3",TRUE,FALSE
"0.5",53354,-0.12,240,"0.75","0.75","1","18",FALSE,FALSE
"0.5",52260,-0.12,240,"1","0.5","0.25","18",TRUE,TRUE
"0.5",19123,-0.22,240,"0.5","1","1","6",FALSE,FALSE
"0.5",52829,-0.16,240,"0.5","1","0.5","15",FALSE,FALSE
"0.5",42636,-0.02,156,"1","0.5","0.75","9",FALSE,TRUE
"0.5",30041,-0.16,240,"0.75","0.75","0.75","15",TRUE,FALSE
"0.5",24478,-0.1,240,"0.75","0.75","0.75","15",TRUE,FALSE
"0.5",17707,-0.07,229,"0.75","0.75","0.5","6",TRUE,TRUE
"0.5",39634,-0.02,148,"1","0.5","0.75","6",FALSE,TRUE
"0.5",34413,-0.11,228,"0.75","0.75","1","18",FALSE,FALSE
"0.5",52115,-0.01,180,"0.75","0.75","1","18",FALSE,TRUE
"0.5",37302,-0.03,204,"0.75","0.75","0.25","3",FALSE,FALSE
"0.5",52088,-0.02,144,"0.75","0.75","0.25","12",TRUE,FALSE
"0.5",29343,-0.05,192,"1","0.5","1","15",TRUE,TRUE
"0.5",44884,-0.12,240,"0.75","0.75","1","12",FALSE,TRUE
"0.5",51808,-0.08,240,"1","0.5","0.75","15",FALSE,TRUE
"0.5",57269,-0.04,156,"0.5","1","0.5","3",FALSE,TRUE
"0.5",29960,-0.03,168,"1","0.5","0.25","9",FALSE,TRUE
"0.5",34242,-0.09,240,"0.5","1","0.25","6",TRUE,TRUE
"0.5",49539,-0.06,228,"0.75","0.75","1","6",FALSE,TRUE
"0.5",46879,-0.12,240,"1","0.5","0.5","3",TRUE,FALSE
"0.5",56197,-0.03,144,"0.5","1","0.25","6",FALSE,FALSE
"0.5",25791,-0.04,156,"0.5","1","0.5","3",FALSE,TRUE
"0.5",62178,-0.03,216,"0.5","1","0.25","18",FALSE,FALSE
"0.5",55630,-0.07,240,"1","0.5","0.75","12",TRUE,FALSE
"0.5",54272,-0.06,192,"0.75","0.75","0.5","9",TRUE,TRUE
"0.5",30139,-0.02,148,"1","0.5","0.75","15",FALSE,TRUE
"0.5",29872,-0.04,156,"0.75","0.75","0.25","9",FALSE,TRUE
"0.5",47481,-0.01,144,"1","0.5","0.5","12",TRUE,TRUE
"0.5",22428,-0.22,240,"0.75","0.75","0.25","3",FALSE,FALSE
"0.5",25828,-0.18,240,"0.75","0.75","1","12",FALSE,TRUE
"0.5",55832,-0.03,192,"0.75","0.75","0.25","12",FALSE,TRUE
"0.5",42452,-0.05,207,"0.75","0.75","1","3",TRUE,TRUE
"0.5",56373,-0.15,205,"0.75","0.75","0.25","12",TRUE,TRUE
"0.5",42795,-0.11,240,"0.75","0.75","1","18",FALSE,FALSE
"0.5",33127,-0.02,156,"1","0.5","0.75","15",FALSE,TRUE
"0.5",47290,-0.08,192,"0.5","1","0.75","15",TRUE,TRUE
"0.5",24870,-0.02,168,"0.5","1","0.25","18",TRUE,TRUE
"0.5",37850,-0.14,240,"0.5","1","1","9",TRUE,TRUE
"0.5",46952,-0.16,240,"0.75","0.75","0.75","3",TRUE,FALSE
"0.5",56038,-0.01,144,"1","0.5","1","12",FALSE,TRUE
"0.5",36353,-0.13,240,"0.5","1","0.5","3",TRUE,FALSE
"0.5",44073,-0.09,240,"1","0.5","1","6",FALSE,FALSE
"0.5",29341,-0.03,168,"0.5","1","0.5","18",FALSE,TRUE
"0.5",26859,-0.09,240,"0.75","0.75","0.5","9",FALSE,FALSE
"0.5",27391,-0.17,240,"0.75","0.75","0.5","15",TRUE,FALSE
"0.5",37469,-0.06,240,"0.5","1","1","15",FALSE,FALSE
"1",22364,-0.05,240,"1","0.5","0.75","15",TRUE,FALSE
"0.5",42405,-0.01,168,"1","0.5","0.5","18",FALSE,TRUE
"1",42381,0.04,120,"0.75","0.75","0.5","18",FALSE,TRUE
"1",23863,0.06,192,"0.75","0.75","0.75","18",TRUE,TRUE
"1",43426,0.05,68,"0.5","1","0.5","18",TRUE,TRUE
"1",52752,0.07,192,"0.75","0.75","1","15",TRUE,FALSE
"1",42813,0.03,182,"1","0.5","1","3",TRUE,FALSE
"1",34173,-0.02,132,"1","0.5","0.25","18",FALSE,FALSE
"1",47566,0.04,48,"0.75","0.75","0.75","18",FALSE,TRUE
"1",48632,0.01,216,"1","0.5","1","18",FALSE,FALSE
"1",35491,-0.03,175,"1","0.5","0.75","15",TRUE,TRUE
"1",37424,0.06,108,"0.5","1","0.25","15",TRUE,TRUE
"1",26664,-0.07,240,"0.75","0.75","1","15",FALSE,FALSE
"1",17356,0.04,147,"0.75","0.75","0.75","15",FALSE,TRUE
"1",36154,0.04,83,"1","0.5","0.5","3",TRUE,TRUE
"1",27872,0.05,38,"1","0.5","1","15",FALSE,TRUE
"1",36755,0.07,144,"1","0.5","1","6",FALSE,FALSE
"1",43034,0,240,"1","0.5","0.5","18",TRUE,TRUE
"1",28607,-0.09,240,"0.75","0.75","0.25","15",TRUE,TRUE
"1",36558,0.03,204,"0.5","1","1","6",FALSE,TRUE
"1",28895,0.03,156,"0.5","1","0.75","3",FALSE,FALSE
"1",40004,0.05,204,"0.5","1","0.75","15",TRUE,TRUE
"1",33724,0.05,72,"1","0.5","0.5","15",FALSE,TRUE
"1",31055,0,216,"1","0.5","1","3",TRUE,TRUE
"1",21266,0.05,130,"0.75","0.75","1","9",TRUE,TRUE
"1",29633,0.05,153,"1","0.5","0.75","15",FALSE,TRUE
"1",33044,0.08,144,"1","0.5","1","6",FALSE,FALSE
"1",34381,0.05,216,"0.75","0.75","0.25","18",TRUE,TRUE
"1",35110,-0.06,240,"0.5","1","0.75","18",TRUE,FALSE
"1",35312,-0.06,240,"0.75","0.75","1","12",FALSE,FALSE
"1",50471,0.03,52,"0.5","1","0.5","12",FALSE,TRUE
"1",36389,0.03,120,"0.75","0.75","0.25","3",FALSE,TRUE
"1",59107,-0.06,240,"1","0.5","0.75","18",FALSE,FALSE
"1",51539,0.02,216,"1","0.5","1","18",TRUE,TRUE
"1",30729,0.04,144,"0.75","0.75","0.5","12",TRUE,TRUE
"1",25374,-0.11,240,"0.5","1","0.5","15",FALSE,TRUE
"1",53413,0.05,108,"0.75","0.75","1","6",TRUE,TRUE
"1",34135,-0.02,240,"0.75","0.75","0.75","15",FALSE,TRUE
"1",13698,-0.02,216,"1","0.5","0.25","15",FALSE,TRUE
"1",25148,-0.03,240,"1","0.5","1","9",TRUE,FALSE
"1",13847,0.03,121,"0.5","1","0.25","18",FALSE,TRUE
"1",40253,0.01,192,"1","0.5","1","9",TRUE,TRUE
"1",31164,-0.03,240,"0.75","0.75","0.75","18",FALSE,FALSE
"1",19810,-0.1,228,"0.5","1","0.5","18",FALSE,FALSE
"1",51036,0.03,204,"0.5","1","0.75","3",TRUE,TRUE
"1",22282,0.05,84,"1","0.5","1","6",FALSE,FALSE
"1",34908,-0.06,240,"0.5","1","0.75","6",TRUE,FALSE
"1",42477,0.05,84,"1","0.5","0.25","6",TRUE,FALSE
"1",23690,-0.01,216,"0.5","1","1","3",TRUE,TRUE
"1",34413,0.03,180,"0.5","1","0.5","9",FALSE,TRUE
"1",32276,0.01,217,"1","0.5","1","18",FALSE,FALSE
"1",20394,-0.07,240,"0.75","0.75","0.5","6",TRUE,FALSE
"1",26824,-0.01,144,"0.75","0.75","1","12",FALSE,FALSE
"1",47310,0.05,108,"0.75","0.75","0.75","9",FALSE,FALSE
"1",16985,0.05,144,"0.5","1","0.25","6",FALSE,TRUE
"1",36670,-0.09,72,"0.75","0.75","0.25","3",TRUE,TRUE
"1",15822,0.04,72,"0.5","1","0.5","6",FALSE,TRUE
"1",36019,0.03,192,"0.5","1","1","3",TRUE,TRUE
"1",12832,0.05,48,"0.75","0.75","0.5","6",FALSE,FALSE
"1",28750,0.07,156,"0.75","0.75","0.75","3",TRUE,FALSE
"1",43061,0.06,132,"0.75","0.75","0.5","3",TRUE,TRUE
"1",38419,-0.03,228,"0.5","1","0.25","9",FALSE,FALSE
"1",48087,0.04,91,"1","0.5","0.5","9",FALSE,FALSE
"1",53985,0.03,180,"1","0.5","1","12",FALSE,FALSE
"1",42259,-0.02,228,"0.75","0.75","0.25","9",TRUE,TRUE
"1",34382,0.05,60,"0.75","0.75","0.25","9",TRUE,TRUE
"1",36668,0.03,180,"0.75","0.75","0.25","12",FALSE,TRUE
"1",51306,0.06,72,"1","0.5","0.5","9",TRUE,TRUE
"1",18588,0.03,47,"0.75","0.75","0.75","9",FALSE,FALSE
"1",17891,0.04,49,"0.75","0.75","0.5","18",FALSE,TRUE
"1",57411,0.04,60,"0.5","1","0.75","12",FALSE,TRUE
"1",22016,0.04,144,"0.5","1","0.75","9",FALSE,FALSE
"1",13664,-0.08,240,"0.75","0.75","0.5","9",TRUE,TRUE
"1",47523,0.05,204,"0.5","1","1","15",FALSE,TRUE
"1",29061,-0.03,240,"1","0.5","1","9",TRUE,FALSE
"1",23930,-0.03,240,"1","0.5","1","6",FALSE,FALSE
"1",29065,-0.04,240,"0.5","1","0.25","3",FALSE,FALSE
"1",47745,0.07,120,"0.5","1","0.75","12",TRUE,FALSE
"1",38570,0.05,49,"1","0.5","1","15",FALSE,TRUE
"1",42185,-0.07,240,"0.5","1","1","6",TRUE,TRUE
"1",46706,-0.01,232,"0.75","0.75","0.5","12",TRUE,TRUE
"1",19178,0,228,"1","0.5","0.5","6",TRUE,FALSE
"1",35803,-0.04,240,"0.75","0.75","1","15",TRUE,FALSE
"1",28702,0.06,108,"1","0.5","0.5","18",TRUE,TRUE
"1",55454,0.06,108,"0.5","1","0.75","9",TRUE,TRUE
"1",55509,0.04,204,"1","0.5","0.5","6",FALSE,FALSE
"1",40830,-0.05,132,"0.5","1","0.25","15",FALSE,TRUE
"1",31505,-0.02,228,"0.5","1","1","3",FALSE,FALSE
"1",45560,-0.01,240,"0.5","1","0.25","9",TRUE,FALSE
"1",43815,0.05,180,"0.5","1","0.75","15",FALSE,FALSE
"1",31689,-0.06,240,"0.75","0.75","0.75","12",FALSE,FALSE
"1",52502,0.05,72,"0.5","1","0.75","18",TRUE,FALSE
"1",56826,0.05,108,"1","0.5","0.5","15",TRUE,TRUE
"1",32939,0.04,48,"0.75","0.75","0.5","9",FALSE,TRUE
"1",44079,-0.03,156,"0.75","0.75","0.25","3",FALSE,FALSE
"1",21101,0.03,168,"0.5","1","1","18",FALSE,TRUE
"1",44850,0.04,156,"0.75","0.75","0.25","3",TRUE,TRUE
"1",41348,-0.07,240,"0.5","1","1","6",FALSE,FALSE
"1",27401,-0.1,240,"1","0.5","1","18",FALSE,TRUE
"1",31915,0.06,101,"0.75","0.75","0.75","15",TRUE,TRUE
"1",60664,0.05,36,"0.5","1","0.5","6",TRUE,FALSE
"2",34661,0.05,48,"1","0.5","0.75","3",FALSE,FALSE
"2",14585,0.06,108,"1","0.5","0.25","15",TRUE,FALSE
"2",35572,0.06,84,"0.75","0.75","0.25","9",TRUE,FALSE
"2",37579,0.07,72,"0.75","0.75","1","3",TRUE,FALSE
"2",49836,0.07,96,"1","0.5","1","18",TRUE,FALSE
"2",21429,0.04,87,"0.75","0.75","0.25","3",FALSE,TRUE
"2",52106,0.04,36,"0.5","1","0.5","15",FALSE,TRUE
"2",16716,0.05,12,"1","0.5","1","6",TRUE,FALSE
"2",43787,0.06,96,"0.5","1","0.75","15",TRUE,FALSE
"2",22250,0.05,36,"0.75","0.75","1","6",TRUE,FALSE
"2",43882,0.06,72,"0.5","1","1","12",TRUE,FALSE
"2",54038,0.05,96,"0.5","1","0.5","18",FALSE,FALSE
"2",36393,0.06,60,"1","0.5","1","3",FALSE,FALSE
"2",13524,0.05,84,"1","0.5","0.25","15",FALSE,TRUE
"2",34785,0.05,24,"0.75","0.75","1","6",TRUE,TRUE
"2",30062,0.05,48,"1","0.5","0.75","15",FALSE,FALSE
"2",54268,0.05,72,"0.5","1","0.75","6",TRUE,TRUE
"2",20638,0.06,48,"1","0.5","1","15",FALSE,FALSE
"2",48849,0.04,156,"0.5","1","0.25","9",FALSE,TRUE
"2",29564,0.05,60,"0.5","1","1","15",FALSE,FALSE
"2",19967,0.05,84,"0.5","1","0.5","6",FALSE,FALSE
"2",33994,0.05,60,"0.5","1","0.75","9",TRUE,FALSE
"2",17695,0.05,48,"0.5","1","0.5","15",TRUE,TRUE
"2",54139,0.05,36,"0.75","0.75","0.75","15",FALSE,FALSE
"2",32712,0.07,120,"0.75","0.75","1","3",TRUE,FALSE
"2",45997,0.06,72,"0.75","0.75","1","15",FALSE,FALSE
"2",39377,0.06,132,"1","0.5","0.75","9",FALSE,TRUE
"2",31834,0.05,108,"0.5","1","0.25","12",FALSE,FALSE
"2",33885,0.05,36,"0.5","1","1","6",TRUE,TRUE
"2",20952,0.05,120,"0.5","1","0.25","3",TRUE,TRUE
"2",22080,0.05,48,"1","0.5","1","12",FALSE,FALSE
"2",35670,0.05,41,"0.5","1","1","18",TRUE,TRUE
"2",21525,0.04,57,"0.5","1","1","18",FALSE,TRUE
"2",41717,0.06,60,"0.75","0.75","0.25","9",TRUE,TRUE
"2",27711,0.05,48,"1","0.5","0.75","9",FALSE,FALSE
"2",43470,0.05,60,"0.5","1","0.5","12",FALSE,FALSE
"2",21043,0.04,180,"0.5","1","0.25","9",FALSE,TRUE
"2",32606,0.06,132,"1","0.5","0.25","3",TRUE,FALSE
"2",24147,0.05,29,"0.75","0.75","0.5","6",TRUE,TRUE
"2",29856,0.05,97,"0.75","0.75","0.25","6",TRUE,FALSE
"2",47402,0.04,34,"0.75","0.75","1","15",FALSE,TRUE
"2",14865,0.06,48,"1","0.5","1","12",FALSE,FALSE
"2",32685,0.05,60,"1","0.5","1","6",FALSE,TRUE
"2",19802,0.05,60,"1","0.5","0.75","18",FALSE,FALSE
"2",36963,0.05,60,"0.5","1","0.25","9",TRUE,TRUE
"2",24791,0.04,48,"1","0.5","0.25","18",FALSE,TRUE
"2",12703,0.05,36,"0.5","1","0.75","3",TRUE,TRUE
"2",27791,0.06,72,"0.5","1","0.75","3",TRUE,FALSE
"2",43690,0.05,96,"0.75","0.75","0.25","6",TRUE,TRUE
"2",40287,0.07,84,"1","0.5","0.75","18",TRUE,TRUE
"2",50306,0.07,168,"1","0.5","0.75","9",FALSE,FALSE
"2",43308,0.06,132,"1","0.5","0.75","3",FALSE,FALSE
"2",21379,0.07,120,"1","0.5","0.75","12",TRUE,TRUE
"2",19806,0.05,120,"0.5","1","0.25","9",FALSE,FALSE
"2",22297,0.06,168,"0.5","1","0.25","6",TRUE,FALSE
"2",16885,0.06,108,"1","0.5","0.25","6",TRUE,FALSE
"2",20750,0.06,144,"1","0.5","0.25","9",TRUE,TRUE
"2",44916,0.04,60,"0.75","0.75","0.5","18",FALSE,TRUE
"2",22763,0.05,36,"1","0.5","0.75","9",FALSE,FALSE
"2",17218,0.05,60,"1","0.5","1","3",FALSE,FALSE
"2",20084,0.06,168,"0.5","1","0.25","18",TRUE,FALSE
"2",45137,0.05,120,"0.75","0.75","0.25","12",TRUE,TRUE
"2",30042,0.05,48,"1","0.5","0.75","3",FALSE,TRUE
"2",14239,0.06,132,"0.75","0.75","0.25","9",TRUE,FALSE
"2",27897,0.05,108,"0.5","1","0.25","3",FALSE,FALSE
"2",48274,0.07,170,"0.75","0.75","0.25","18",TRUE,FALSE
"2",23227,0.04,48,"0.5","1","0.25","6",FALSE,TRUE
"2",24718,0.04,37,"0.5","1","1","18",FALSE,TRUE
"2",25437,0.04,60,"0.75","0.75","0.5","6",FALSE,TRUE
"2",33442,0.06,168,"0.5","1","0.25","18",TRUE,TRUE
"2",15420,0.04,72,"0.5","1","0.75","3",FALSE,TRUE
"2",32866,0.05,120,"0.75","0.75","0.25","12",TRUE,TRUE
"2",38863,0.06,144,"0.75","0.75","1","12",FALSE,TRUE
"2",39788,0.06,108,"0.75","0.75","0.75","9",FALSE,FALSE
"2",48447,0.06,132,"0.5","1","0.75","18",TRUE,TRUE
"2",32500,0.05,84,"0.5","1","0.25","12",FALSE,TRUE
"2",34329,0.06,36,"1","0.5","1","18",TRUE,TRUE
"2",32832,0.06,168,"0.75","0.75","1","9",TRUE,TRUE
"2",44182,0.06,132,"0.75","0.75","0.25","9",TRUE,FALSE
"2",12185,0.05,60,"0.75","0.75","0.25","6",FALSE,FALSE
"2",36296,0.05,108,"0.75","0.75","0.5","3",FALSE,FALSE
"2",41625,0.06,110,"1","0.5","0.75","6",TRUE,TRUE
"2",51229,0.05,24,"0.5","1","0.75","15",TRUE,TRUE
"2",38220,0.06,0,"0.75","0.75","0.5","15",TRUE,FALSE
"2",44768,0.06,144,"0.5","1","0.25","18",TRUE,TRUE
"2",42132,0.06,48,"0.75","0.75","0.75","18",TRUE,TRUE
"2",22804,0.04,78,"0.5","1","0.25","18",FALSE,TRUE
"2",45716,0.05,24,"0.5","1","0.25","3",FALSE,FALSE
"2",14176,0.04,60,"0.5","1","0.25","18",FALSE,TRUE
"2",32587,0.06,144,"0.75","0.75","0.25","3",TRUE,FALSE
"2",36150,0.05,12,"1","0.5","0.5","6",TRUE,TRUE
"2",26768,0.06,156,"0.5","1","1","18",FALSE,FALSE
"2",16671,0.05,36,"0.75","0.75","0.75","3",TRUE,TRUE
"2",48403,0.05,108,"1","0.5","0.25","18",FALSE,FALSE
"2",36307,0.05,192,"0.5","1","0.25","15",FALSE,FALSE
"2",38141,0.08,168,"1","0.5","0.75","12",TRUE,FALSE
"2",33193,0.06,132,"0.75","0.75","0.25","9",TRUE,FALSE
"2",50130,0.06,180,"0.5","1","0.75","9",TRUE,FALSE
"2",46643,0.05,96,"1","0.5","0.25","3",FALSE,TRUE
"2",32547,0.06,144,"0.75","0.75","0.25","3",TRUE,FALSE
"0.5",31720,-0.02,228,"1","0.5","0.25","6",FALSE,FALSE
"0.5",46832,-0.17,240,"0.5","1","1","15",TRUE,FALSE
"0.5",52581,-0.03,240,"1","0.5","1","15",FALSE,FALSE
"0.5",27020,-0.18,240,"0.5","1","1","3",TRUE,FALSE
"0.5",22063,-0.05,228,"0.75","0.75","0.75","18",TRUE,TRUE
"0.5",32336,-0.06,240,"0.5","1","1","9",TRUE,TRUE
"0.5",15841,-0.08,229,"0.75","0.75","0.5","15",FALSE,TRUE
"0.5",23348,-0.09,240,"1","0.5","1","9",FALSE,FALSE
"0.5",16132,-0.07,166,"0.75","0.75","0.5","12",TRUE,TRUE
"0.5",52527,-0.11,240,"0.5","1","0.75","3",FALSE,TRUE
"0.5",21707,-0.16,240,"0.75","0.75","1","9",TRUE,TRUE
"0.5",54644,-0.03,204,"0.75","0.75","0.25","12",FALSE,FALSE
"0.5",58133,-0.02,149,"0.75","0.75","0.5","15",TRUE,TRUE
"0.5",14337,-0.15,240,"0.75","0.75","0.25","3",TRUE,TRUE
"0.5",53465,-0.03,240,"0.5","1","0.25","15",FALSE,TRUE
"0.5",30392,-0.02,144,"0.75","0.75","0.75","15",FALSE,FALSE
"0.5",28931,-0.03,192,"0.5","1","0.25","3",FALSE,FALSE
"0.5",57927,-0.06,216,"0.5","1","0.75","9",TRUE,FALSE
"0.5",33585,-0.09,240,"0.75","0.75","0.25","9",TRUE,TRUE
"0.5",40581,-0.1,240,"1","0.5","0.75","3",TRUE,TRUE
"0.5",28912,-0.06,240,"0.5","1","1","3",TRUE,TRUE
"0.5",40024,-0.01,144,"0.75","0.75","0.75","18",TRUE,TRUE
"0.5",15990,-0.02,228,"1","0.5","0.25","3",FALSE,FALSE
"0.5",55192,-0.1,240,"0.75","0.75","0.5","15",TRUE,TRUE
"0.5",39572,-0.03,120,"1","0.5","0.25","9",FALSE,FALSE
"0.5",46736,-0.1,240,"0.75","0.75","0.25","3",FALSE,FALSE
"0.5",31488,-0.13,240,"0.5","1","0.75","6",TRUE,FALSE
"0.5",35465,-0.02,240,"0.5","1","0.5","18",FALSE,TRUE
"0.5",21551,-0.12,240,"0.5","1","1","3",TRUE,TRUE
"0.5",16392,0.02,180,"1","0.5","0.5","18",TRUE,FALSE
"0.5",22946,-0.18,240,"0.5","1","1","6",TRUE,TRUE
"0.5",46966,-0.13,240,"0.5","1","0.75","12",TRUE,FALSE
"0.5",24872,-0.14,240,"1","0.5","1","12",TRUE,TRUE
"0.5",29724,-0.11,240,"0.75","0.75","0.75","9",TRUE,FALSE
"0.5",19391,-0.11,240,"0.5","1","0.25","9",FALSE,TRUE
"0.5",34087,-0.08,240,"1","0.5","1","12",FALSE,FALSE
"0.5",18490,-0.02,156,"1","0.5","0.75","3",FALSE,TRUE
"0.5",50923,-0.19,240,"1","0.5","0.75","3",FALSE,TRUE
"0.5",44161,-0.07,240,"0.75","0.75","0.25","15",TRUE,TRUE
"0.5",25917,-0.16,240,"0.75","0.75","0.75","12",TRUE,FALSE
"0.5",36853,-0.17,240,"0.75","0.75","0.75","3",TRUE,TRUE
"0.5",15575,-0.06,192,"1","0.5","0.5","9",TRUE,FALSE
"0.5",32295,-0.18,240,"0.75","0.75","0.5","18",TRUE,FALSE
"0.5",49829,-0.17,240,"0.75","0.75","0.75","6",FALSE,FALSE
"0.5",27034,-0.04,144,"0.5","1","0.5","3",FALSE,TRUE
"0.5",52766,-0.03,144,"0.5","1","0.75","9",FALSE,TRUE
"0.5",29179,-0.13,240,"1","0.5","0.75","18",TRUE,FALSE
"0.5",19403,-0.08,240,"0.75","0.75","0.75","15",FALSE,TRUE
"0.5",52670,-0.16,240,"0.75","0.75","0.25","18",FALSE,FALSE
"0.5",64551,-0.02,144,"0.75","0.75","0.5","15",TRUE,TRUE
"0.5",48882,-0.17,240,"0.75","0.75","0.75","15",FALSE,FALSE
"0.5",34175,-0.02,240,"0.5","1","0.5","12",FALSE,TRUE
"0.5",26807,-0.1,240,"0.5","1","0.25","3",FALSE,FALSE
"0.5",40615,-0.12,240,"0.5","1","0.75","3",TRUE,FALSE
"0.5",22837,-0.13,240,"0.5","1","0.5","12",TRUE,FALSE
"0.5",50237,-0.15,240,"0.5","1","0.5","6",FALSE,FALSE
"0.5",20637,-0.12,240,"0.5","1","1","12",TRUE,TRUE
"0.5",31160,-0.22,240,"0.5","1","0.75","3",FALSE,TRUE
"0.5",17549,-0.13,240,"1","0.5","0.25","18",FALSE,FALSE
"0.5",25846,-0.08,240,"0.5","1","0.75","6",TRUE,TRUE
"0.5",27041,-0.04,144,"0.5","1","0.25","12",FALSE,TRUE
"0.5",22645,-0.02,144,"0.5","1","0.5","18",TRUE,TRUE
"0.5",48613,-0.04,156,"1","0.5","0.25","6",FALSE,TRUE
"0.5",53813,-0.03,144,"0.5","1","0.5","9",FALSE,FALSE
"0.5",58719,-0.08,240,"0.75","0.75","1","15",TRUE,FALSE
"0.5",47270,-0.02,216,"1","0.5","0.25","6",TRUE,TRUE
"0.5",14321,-0.15,240,"0.75","0.75","0.25","15",TRUE,TRUE
"0.5",39763,-0.13,240,"0.5","1","1","3",TRUE,TRUE
"0.5",49289,-0.02,228,"0.5","1","0.5","6",FALSE,TRUE
"0.5",14428,-0.07,240,"1","0.5","0.25","15",FALSE,FALSE
"0.5",25735,-0.1,240,"0.75","0.75","0.75","12",FALSE,TRUE
"0.5",50146,-0.05,206,"0.75","0.75","1","12",TRUE,TRUE
"0.5",39929,-0.12,240,"1","0.5","0.5","9",FALSE,FALSE
"0.5",18748,-0.02,240,"0.5","1","0.25","3",TRUE,FALSE
"0.5",23861,-0.17,240,"1","0.5","0.5","6",TRUE,TRUE
"0.5",23058,-0.09,192,"0.5","1","0.75","6",FALSE,TRUE
"0.5",54258,-0.1,240,"0.5","1","1","15",TRUE,FALSE
"0.5",32266,-0.06,240,"1","0.5","0.75","3",FALSE,TRUE
"0.5",31400,-0.03,240,"0.75","0.75","0.25","6",TRUE,FALSE
"0.5",27720,-0.13,240,"0.75","0.75","0.75","18",FALSE,TRUE
"0.5",59224,0.01,204,"1","0.5","0.75","15",FALSE,FALSE
"0.5",50952,-0.25,240,"0.5","1","0.25","9",TRUE,FALSE
"0.5",23040,-0.15,240,"1","0.5","0.5","6",FALSE,TRUE
"0.5",21503,-0.01,144,"0.75","0.75","0.75","15",TRUE,TRUE
"0.5",19573,-0.04,229,"0.5","1","0.25","12",TRUE,FALSE
"0.5",47981,-0.25,240,"1","0.5","0.25","6",TRUE,FALSE
"0.5",33640,-0.06,228,"0.75","0.75","0.75","9",FALSE,FALSE
"0.5",16449,-0.03,156,"1","0.5","0.5","18",FALSE,TRUE
"0.5",33525,-0.02,156,"0.75","0.75","0.75","3",TRUE,TRUE
"0.5",50571,-0.1,228,"1","0.5","1","6",FALSE,TRUE
"0.5",48472,-0.14,240,"0.75","0.75","0.75","6",FALSE,TRUE
"0.5",33015,-0.1,240,"0.5","1","0.25","18",FALSE,TRUE
"0.5",23594,0,202,"1","0.5","0.75","6",FALSE,FALSE
"0.5",44542,-0.02,156,"1","0.5","0.5","3",TRUE,TRUE
"0.5",42248,-0.2,240,"0.5","1","0.25","15",TRUE,FALSE
"0.5",45079,-0.18,240,"0.5","1","0.5","12",TRUE,FALSE
"0.5",23179,-0.1,240,"0.75","0.75","0.5","6",FALSE,TRUE
"0.5",32047,-0.18,240,"0.75","0.75","1","9",FALSE,TRUE
"0.5",33055,-0.04,240,"1","0.5","0.75","12",FALSE,FALSE
"1",24083,-0.03,240,"0.5","1","1","6",FALSE,TRUE
"0.5",46228,-0.02,192,"0.75","0.75","0.25","15",TRUE,TRUE
"1",39891,-0.04,120,"1","0.5","0.25","15",FALSE,TRUE
"1",47548,-0.04,192,"0.5","1","0.25","3",TRUE,TRUE
"1",58893,0.05,36,"0.5","1","1","3",FALSE,FALSE
